dataset_id,method,size,instance,instance_index,training_seed,eval_seed,decode,objective,travel_time,tardiness,travel_distance,runtime_s,objective_replay_error,peak_gpu_memory_bytes,status
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I15.xlsx,15,1234,20260825,sample-1280,2685.3333333333335,4426.666666666667,944.0,4890.0,0.14141143497545272,4.547473508864641e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I16.xlsx,16,1234,20260825,sample-1280,3480.416666666667,5045.0,1915.833333333334,5595.0,0.1416856220457703,4.547473508864641e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I17.xlsx,17,1234,20260825,sample-1280,3513.75,5080.833333333334,1946.6666666666665,5685.0,0.14147099503315985,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I18.xlsx,18,1234,20260825,sample-1280,3185.916666666667,4850.833333333334,1521.0,5375.0,0.14157689292915165,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I19.xlsx,19,1234,20260825,sample-1280,2234.8333333333335,4048.333333333333,421.33333333333366,4475.0,0.1422443159390241,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I20.xlsx,20,1234,20260825,sample-1280,2883.5,4717.5,1049.4999999999995,5240.0,0.14220150699838996,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I21.xlsx,21,1234,20260825,sample-1280,2894.25,4438.333333333333,1350.1666666666674,4945.0,0.14210880803875625,9.094947017729282e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I22.xlsx,22,1234,20260825,sample-1280,3803.333333333334,4960.000000000002,2646.6666666666665,5520.0,0.1423885360127315,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I23.xlsx,23,1234,20260825,sample-1280,3458.1666666666665,4926.666666666666,1989.6666666666672,5495.0,0.14224448695313185,4.547473508864641e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I24.xlsx,24,1234,20260825,sample-1280,2567.4166666666674,4544.166666666667,590.6666666666675,5040.0,0.14226928597781807,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I25.xlsx,25,1234,20260825,sample-1280,2894.916666666668,4598.333333333335,1191.500000000001,5125.0,0.1421361380489543,4.547473508864641e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I26.xlsx,26,1234,20260825,sample-1280,3206.4999999999995,4664.999999999998,1748.000000000001,5155.0,0.14198132895398885,4.547473508864641e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I27.xlsx,27,1234,20260825,sample-1280,2977.0,4519.166666666667,1434.833333333333,5020.0,0.14183835091535002,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I28.xlsx,28,1234,20260825,sample-1280,3456.3333333333335,4975.0,1937.6666666666667,5550.0,0.1421726270345971,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I29.xlsx,29,1234,20260825,sample-1280,2910.583333333333,4693.333333333333,1127.8333333333335,5230.0,0.14243254507891834,0.0,189149184,ok
