method,kappa,size,mechanism,train_seed,decode,eval_seed,instance_index,instance_filename,objective,model_objective,distance,tardiness
Co-HeT,2,20,ID,1234,sample1280,20260827,94,N20_K2_M12_I94.xlsx,9.48921561241,9.48921585083,16.1166591644,2.86177206039
Co-HeT,2,20,ID,1234,sample1280,20260827,95,N20_K2_M12_I95.xlsx,9.16513323784,9.16513347626,15.2835111618,3.04675531387
Co-HeT,2,20,ID,1234,sample1280,20260827,96,N20_K2_M12_I96.xlsx,9.50672006607,9.50671958923,15.6198282242,3.39361190796
Co-HeT,2,20,ID,1234,sample1280,20260827,97,N20_K2_M12_I97.xlsx,10.4928953648,10.4928951263,16.9956150055,3.99017572403
Co-HeT,2,20,ID,1234,sample1280,20260827,98,N20_K2_M12_I98.xlsx,9.16168785095,9.16168785095,15.4261865616,2.89718914032
Co-HeT,2,20,ID,1234,sample1280,20260827,99,N20_K2_M12_I99.xlsx,10.0814390182,10.0814380646,15.3548574448,4.80802059174
Co-HeT,2,20,ID,1234,sample1280,20260827,100,N20_K2_M12_I100.xlsx,9.90114307404,9.90114307404,15.7919807434,4.01030540466
Co-HeT,2,20,D-IID,1234,greedy,20260827,1,N20_K2_M12_I1.xlsx,14.4937405586,14.4937400818,19.774980545,9.2125005722
Co-HeT,2,20,D-IID,1234,greedy,20260827,2,N20_K2_M12_I2.xlsx,12.0144348145,12.0144338608,16.9388809204,7.0899887085
Co-HeT,2,20,D-IID,1234,greedy,20260827,3,N20_K2_M12_I3.xlsx,8.90577340126,8.90577316284,15.5563163757,2.25523042679
Co-HeT,2,20,D-IID,1234,greedy,20260827,4,N20_K2_M12_I4.xlsx,10.6637349129,10.663734436,16.06016922,5.26730060577
Co-HeT,2,20,D-IID,1234,greedy,20260827,5,N20_K2_M12_I5.xlsx,8.29969978333,8.29969978333,16.5993995667,0.0
Co-HeT,2,20,D-IID,1234,greedy,20260827,6,N20_K2_M12_I6.xlsx,8.89107728004,8.89107704163,15.9357528687,1.84640169144
Co-HeT,2,20,D-IID,1234,greedy,20260827,7,N20_K2_M12_I7.xlsx,11.7179613113,11.7179603577,17.1201572418,6.31576538086
Co-HeT,2,20,D-IID,1234,greedy,20260827,8,N20_K2_M12_I8.xlsx,7.22490739822,7.22490739822,14.4498147964,0.0
Co-HeT,2,20,D-IID,1234,greedy,20260827,9,N20_K2_M12_I9.xlsx,11.3299322128,11.3299322128,16.3518047333,6.30805969238
Co-HeT,2,20,D-IID,1234,greedy,20260827,10,N20_K2_M12_I10.xlsx,13.5948324203,13.5948314667,18.5152225494,8.67444229126
Co-HeT,2,20,D-IID,1234,greedy,20260827,11,N20_K2_M12_I11.xlsx,7.4315328002,7.4315328598,14.2696809769,0.593384623528
Co-HeT,2,20,D-IID,1234,greedy,20260827,12,N20_K2_M12_I12.xlsx,9.14685320854,9.14685344696,12.815987587,5.47771883011
Co-HeT,2,20,D-IID,1234,greedy,20260827,13,N20_K2_M12_I13.xlsx,13.8593912125,13.8593902588,19.5346717834,8.18411064148
Co-HeT,2,20,D-IID,1234,greedy,20260827,14,N20_K2_M12_I14.xlsx,10.2621359825,10.2621364594,16.4982662201,4.02600574493
Co-HeT,2,20,D-IID,1234,greedy,20260827,15,N20_K2_M12_I15.xlsx,8.60902833939,8.60902786255,13.5600175858,3.65803909302
Co-HeT,2,20,D-IID,1234,greedy,20260827,16,N20_K2_M12_I16.xlsx,8.4202247858,8.42022514343,14.9817037582,1.85874581337
Co-HeT,2,20,D-IID,1234,greedy,20260827,17,N20_K2_M12_I17.xlsx,11.4213266373,11.4213266373,15.8231430054,7.01951026917
Co-HeT,2,20,D-IID,1234,greedy,20260827,18,N20_K2_M12_I18.xlsx,13.766582489,13.7665834427,18.7742862701,8.75887870789
Co-HeT,2,20,D-IID,1234,greedy,20260827,19,N20_K2_M12_I19.xlsx,8.9623336792,8.96233463287,15.9952707291,1.92939662933
Co-HeT,2,20,D-IID,1234,greedy,20260827,20,N20_K2_M12_I20.xlsx,8.57010221481,8.57010269165,15.2560014725,1.88420295715
Co-HeT,2,20,D-IID,1234,greedy,20260827,21,N20_K2_M12_I21.xlsx,10.4591426849,10.4591426849,15.5291557312,5.38912963867
Co-HeT,2,20,D-IID,1234,greedy,20260827,22,N20_K2_M12_I22.xlsx,13.0578899384,13.0578899384,16.974395752,9.14138412476
Co-HeT,2,20,D-IID,1234,greedy,20260827,23,N20_K2_M12_I23.xlsx,12.769734621,12.7697343826,18.7072982788,6.83217096329
Co-HeT,2,20,D-IID,1234,greedy,20260827,24,N20_K2_M12_I24.xlsx,8.69075506926,8.69075393677,17.0109806061,0.370529532433
Co-HeT,2,20,D-IID,1234,greedy,20260827,25,N20_K2_M12_I25.xlsx,11.9897089005,11.9897089005,16.6745414734,7.30487632751
Co-HeT,2,20,D-IID,1234,greedy,20260827,26,N20_K2_M12_I26.xlsx,9.89266300201,9.89266300201,15.3814487457,4.4038772583
Co-HeT,2,20,D-IID,1234,greedy,20260827,27,N20_K2_M12_I27.xlsx,9.49528121948,9.49528121948,15.5206298828,3.46993255615
Co-HeT,2,20,D-IID,1234,greedy,20260827,28,N20_K2_M12_I28.xlsx,15.3513708115,15.3513698578,17.8329563141,12.8697853088
Co-HeT,2,20,D-IID,1234,greedy,20260827,29,N20_K2_M12_I29.xlsx,12.520532608,12.520532608,16.5372676849,8.50379753113
Co-HeT,2,20,D-IID,1234,greedy,20260827,30,N20_K2_M12_I30.xlsx,12.3046731949,12.3046731949,17.7575912476,6.85175514221
Co-HeT,2,20,D-IID,1234,greedy,20260827,31,N20_K2_M12_I31.xlsx,8.63176620007,8.63176631927,16.3933086395,0.870223760605
Co-HeT,2,20,D-IID,1234,greedy,20260827,32,N20_K2_M12_I32.xlsx,10.7704601288,10.7704601288,15.0958623886,6.44505786896
Co-HeT,2,20,D-IID,1234,greedy,20260827,33,N20_K2_M12_I33.xlsx,11.5083804131,11.5083799362,15.7477207184,7.26904010773
Co-HeT,2,20,D-IID,1234,greedy,20260827,34,N20_K2_M12_I34.xlsx,11.5066725016,11.5066728592,19.1756744385,3.83767056465
Co-HeT,2,20,D-IID,1234,greedy,20260827,35,N20_K2_M12_I35.xlsx,10.1919209957,10.1919221878,17.4475288391,2.93631315231
Co-HeT,2,20,D-IID,1234,greedy,20260827,36,N20_K2_M12_I36.xlsx,6.98225110769,6.9822511673,12.9647197723,0.999782443047
Co-HeT,2,20,D-IID,1234,greedy,20260827,37,N20_K2_M12_I37.xlsx,15.4158177376,15.4158172607,19.4280090332,11.403626442
Co-HeT,2,20,D-IID,1234,greedy,20260827,38,N20_K2_M12_I38.xlsx,11.5548810959,11.5548820496,17.5094890594,5.60027313232
Co-HeT,2,20,D-IID,1234,greedy,20260827,39,N20_K2_M12_I39.xlsx,9.43007528782,9.43007469177,18.2705554962,0.589595079422
Co-HeT,2,20,D-IID,1234,greedy,20260827,40,N20_K2_M12_I40.xlsx,7.5913118124,7.59131193161,12.7985286713,2.38409495354
Co-HeT,2,20,D-IID,1234,greedy,20260827,41,N20_K2_M12_I41.xlsx,10.9971997738,10.9972000122,16.3236961365,5.6707034111
Co-HeT,2,20,D-IID,1234,greedy,20260827,42,N20_K2_M12_I42.xlsx,15.2634515762,15.2634515762,17.5177764893,13.0091266632
Co-HeT,2,20,D-IID,1234,greedy,20260827,43,N20_K2_M12_I43.xlsx,7.4503993988,7.4503993988,14.9007987976,0.0
Co-HeT,2,20,D-IID,1234,greedy,20260827,44,N20_K2_M12_I44.xlsx,9.67417526245,9.67417526245,14.488322258,4.86002826691
Co-HeT,2,20,D-IID,1234,greedy,20260827,45,N20_K2_M12_I45.xlsx,8.19637787342,8.19637775421,15.3234062195,1.06934952736
Co-HeT,2,20,D-IID,1234,greedy,20260827,46,N20_K2_M12_I46.xlsx,10.0811412334,10.0811414719,15.3786411285,4.78364133835
Co-HeT,2,20,D-IID,1234,greedy,20260827,47,N20_K2_M12_I47.xlsx,8.70773077011,8.70773124695,15.4646930695,1.95076847076
Co-HeT,2,20,D-IID,1234,greedy,20260827,48,N20_K2_M12_I48.xlsx,6.62255448103,6.62255430222,12.3788042068,0.866304755211
Co-HeT,2,20,D-IID,1234,greedy,20260827,49,N20_K2_M12_I49.xlsx,15.5914196968,15.5914211273,20.7297344208,10.4531049728
Co-HeT,2,20,D-IID,1234,greedy,20260827,50,N20_K2_M12_I50.xlsx,8.0438451767,8.0438451767,14.3588266373,1.72886371613
Co-HeT,2,20,D-IID,1234,greedy,20260827,51,N20_K2_M12_I51.xlsx,9.44828140736,9.44828128815,14.9679660797,3.928596735
Co-HeT,2,20,D-IID,1234,greedy,20260827,52,N20_K2_M12_I52.xlsx,10.9491238594,10.9491233826,15.3045892715,6.59365844727
Co-HeT,2,20,D-IID,1234,greedy,20260827,53,N20_K2_M12_I53.xlsx,10.2766838074,10.2766838074,16.7613201141,3.79204750061
Co-HeT,2,20,D-IID,1234,greedy,20260827,54,N20_K2_M12_I54.xlsx,10.6984224319,10.6984224319,16.8006858826,4.59615898132
Co-HeT,2,20,D-IID,1234,greedy,20260827,55,N20_K2_M12_I55.xlsx,11.1473665237,11.1473674774,17.2922134399,5.00251960754
Co-HeT,2,20,D-IID,1234,greedy,20260827,56,N20_K2_M12_I56.xlsx,11.0916800499,11.0916805267,18.1708145142,4.01254558563
Co-HeT,2,20,D-IID,1234,greedy,20260827,57,N20_K2_M12_I57.xlsx,8.31831419468,8.31831455231,16.2704544067,0.36617398262
Co-HeT,2,20,D-IID,1234,greedy,20260827,58,N20_K2_M12_I58.xlsx,13.1269345284,13.1269340515,16.6620788574,9.59179019928
Co-HeT,2,20,D-IID,1234,greedy,20260827,59,N20_K2_M12_I59.xlsx,8.72998422384,8.72998332977,15.4712715149,1.98869693279
Co-HeT,2,20,D-IID,1234,greedy,20260827,60,N20_K2_M12_I60.xlsx,9.44609701633,9.44609737396,16.1726131439,2.71958088875
Co-HeT,2,20,D-IID,1234,greedy,20260827,61,N20_K2_M12_I61.xlsx,8.97643566132,8.97643661499,15.1893606186,2.76351070404
Co-HeT,2,20,D-IID,1234,greedy,20260827,62,N20_K2_M12_I62.xlsx,7.39451992512,7.39451980591,13.6358366013,1.15320324898
Co-HeT,2,20,D-IID,1234,greedy,20260827,63,N20_K2_M12_I63.xlsx,12.2199554443,12.2199554443,19.7477073669,4.69220352173
Co-HeT,2,20,D-IID,1234,greedy,20260827,64,N20_K2_M12_I64.xlsx,12.4689121246,12.4689121246,18.4898262024,6.44799804688
Co-HeT,2,20,D-IID,1234,greedy,20260827,65,N20_K2_M12_I65.xlsx,10.0238759518,10.0238761902,17.1852436066,2.86250829697
Co-HeT,2,20,D-IID,1234,greedy,20260827,66,N20_K2_M12_I66.xlsx,11.000617981,11.000617981,16.3093681335,5.69186782837
Co-HeT,2,20,D-IID,1234,greedy,20260827,67,N20_K2_M12_I67.xlsx,9.73783016205,9.73783016205,15.8753595352,3.60030078888
Co-HeT,2,20,D-IID,1234,greedy,20260827,68,N20_K2_M12_I68.xlsx,12.6401486397,12.6401481628,19.3734550476,5.90684223175
Co-HeT,2,20,D-IID,1234,greedy,20260827,69,N20_K2_M12_I69.xlsx,9.2765417099,9.27654075623,15.7202939987,2.83278942108
Co-HeT,2,20,D-IID,1234,greedy,20260827,70,N20_K2_M12_I70.xlsx,11.5361442566,11.5361452103,16.7935848236,6.27870368958
Co-HeT,2,20,D-IID,1234,greedy,20260827,71,N20_K2_M12_I71.xlsx,12.4831004143,12.4831008911,18.3180904388,6.64811038971
Co-HeT,2,20,D-IID,1234,greedy,20260827,72,N20_K2_M12_I72.xlsx,10.9819494486,10.9819498062,18.7773838043,3.18651509285
Co-HeT,2,20,D-IID,1234,greedy,20260827,73,N20_K2_M12_I73.xlsx,8.04472208023,8.04472160339,14.7437419891,1.34570217133
Co-HeT,2,20,D-IID,1234,greedy,20260827,74,N20_K2_M12_I74.xlsx,10.7479679585,10.7479667664,17.0018901825,4.49404573441
Co-HeT,2,20,D-IID,1234,greedy,20260827,75,N20_K2_M12_I75.xlsx,8.22925770283,8.22925758362,13.7939758301,2.66453957558
Co-HeT,2,20,D-IID,1234,greedy,20260827,76,N20_K2_M12_I76.xlsx,9.47995042801,9.47994995117,16.3929710388,2.5669298172
Co-HeT,2,20,D-IID,1234,greedy,20260827,77,N20_K2_M12_I77.xlsx,10.8065464497,10.8065462112,14.8018989563,6.81119394302
Co-HeT,2,20,D-IID,1234,greedy,20260827,78,N20_K2_M12_I78.xlsx,11.7512030602,11.751203537,17.9763946533,5.52601146698
Co-HeT,2,20,D-IID,1234,greedy,20260827,79,N20_K2_M12_I79.xlsx,11.3850297928,11.3850297928,17.1983642578,5.57169532776
Co-HeT,2,20,D-IID,1234,greedy,20260827,80,N20_K2_M12_I80.xlsx,12.5687036514,12.5687036514,17.4222946167,7.71511268616
Co-HeT,2,20,D-IID,1234,greedy,20260827,81,N20_K2_M12_I81.xlsx,7.26667904854,7.26667881012,13.6393795013,0.893978595734
Co-HeT,2,20,D-IID,1234,greedy,20260827,82,N20_K2_M12_I82.xlsx,8.92198187113,8.92198181152,16.293346405,1.55061733723
Co-HeT,2,20,D-IID,1234,greedy,20260827,83,N20_K2_M12_I83.xlsx,14.0022792816,14.0022783279,17.1114883423,10.8930702209
Co-HeT,2,20,D-IID,1234,greedy,20260827,84,N20_K2_M12_I84.xlsx,10.5964220762,10.5964221954,18.4678001404,2.72504401207
Co-HeT,2,20,D-IID,1234,greedy,20260827,85,N20_K2_M12_I85.xlsx,10.0585415363,10.0585422516,15.1770143509,4.94006872177
Co-HeT,2,20,D-IID,1234,greedy,20260827,86,N20_K2_M12_I86.xlsx,10.4625008106,10.4624996185,16.6551094055,4.26989221573
Co-HeT,2,20,D-IID,1234,greedy,20260827,87,N20_K2_M12_I87.xlsx,7.88933092356,7.88933134079,13.8429555893,1.93570625782
Co-HeT,2,20,D-IID,1234,greedy,20260827,88,N20_K2_M12_I88.xlsx,9.04459452629,9.04459476471,14.9755802155,3.11360883713
Co-HeT,2,20,D-IID,1234,greedy,20260827,89,N20_K2_M12_I89.xlsx,9.23766112328,9.23766040802,14.3517885208,4.12353372574
Co-HeT,2,20,D-IID,1234,greedy,20260827,90,N20_K2_M12_I90.xlsx,11.3050951958,11.3050956726,18.3697319031,4.24045848846
Co-HeT,2,20,D-IID,1234,greedy,20260827,91,N20_K2_M12_I91.xlsx,10.0899238586,10.0899238586,15.868103981,4.31174373627
Co-HeT,2,20,D-IID,1234,greedy,20260827,92,N20_K2_M12_I92.xlsx,8.97702395916,8.97702407837,15.6068944931,2.34715342522
Co-HeT,2,20,D-IID,1234,greedy,20260827,93,N20_K2_M12_I93.xlsx,8.10753202438,8.10753154755,15.5611085892,0.653955459595
Co-HeT,2,20,D-IID,1234,greedy,20260827,94,N20_K2_M12_I94.xlsx,9.40904033184,9.40904045105,15.8464708328,2.97160983086
Co-HeT,2,20,D-IID,1234,greedy,20260827,95,N20_K2_M12_I95.xlsx,17.367269516,17.367269516,18.1577987671,16.5767402649
Co-HeT,2,20,D-IID,1234,greedy,20260827,96,N20_K2_M12_I96.xlsx,10.4894930124,10.4894943237,17.3166561127,3.66232991219
Co-HeT,2,20,D-IID,1234,greedy,20260827,97,N20_K2_M12_I97.xlsx,10.3844139576,10.3844146729,17.8651447296,2.90368318558
Co-HeT,2,20,D-IID,1234,greedy,20260827,98,N20_K2_M12_I98.xlsx,9.91268134117,9.91268062592,16.4749469757,3.35041570663
Co-HeT,2,20,D-IID,1234,greedy,20260827,99,N20_K2_M12_I99.xlsx,8.04927313328,8.04927253723,14.7548475266,1.34369874001
Co-HeT,2,20,D-IID,1234,greedy,20260827,100,N20_K2_M12_I100.xlsx,7.66343688965,7.66343641281,13.7513933182,1.57548046112
Co-HeT,2,20,D-IID,1234,sample1280,20260827,1,N20_K2_M12_I1.xlsx,13.8662366867,13.866235733,18.0050888062,9.72738456726
Co-HeT,2,20,D-IID,1234,sample1280,20260827,2,N20_K2_M12_I2.xlsx,11.8405115604,11.840511322,17.8719177246,5.80910539627
Co-HeT,2,20,D-IID,1234,sample1280,20260827,3,N20_K2_M12_I3.xlsx,8.49795508385,8.49795532227,14.7406797409,2.25523042679
Co-HeT,2,20,D-IID,1234,sample1280,20260827,4,N20_K2_M12_I4.xlsx,10.5013177395,10.5013179779,15.6761274338,5.3265080452
Co-HeT,2,20,D-IID,1234,sample1280,20260827,5,N20_K2_M12_I5.xlsx,7.83002662659,7.83002614975,15.5789966583,0.0810565948486
Co-HeT,2,20,D-IID,1234,sample1280,20260827,6,N20_K2_M12_I6.xlsx,8.80446648598,8.80446624756,15.6910820007,1.91785097122
Co-HeT,2,20,D-IID,1234,sample1280,20260827,7,N20_K2_M12_I7.xlsx,11.5179502964,11.5179491043,17.6620674133,5.37383317947
Co-HeT,2,20,D-IID,1234,sample1280,20260827,8,N20_K2_M12_I8.xlsx,7.16190361977,7.16190338135,13.7038412094,0.619966030121
Co-HeT,2,20,D-IID,1234,sample1280,20260827,9,N20_K2_M12_I9.xlsx,11.1444745064,11.1444740295,15.9808893204,6.30805969238
Co-HeT,2,20,D-IID,1234,sample1280,20260827,10,N20_K2_M12_I10.xlsx,13.0953378677,13.0953378677,17.6949958801,8.49567985535
Co-HeT,2,20,D-IID,1234,sample1280,20260827,11,N20_K2_M12_I11.xlsx,7.22841018438,7.22841024399,13.8634357452,0.593384623528
Co-HeT,2,20,D-IID,1234,sample1280,20260827,12,N20_K2_M12_I12.xlsx,8.86148738861,8.86148643494,13.3454446793,4.37753009796
Co-HeT,2,20,D-IID,1234,sample1280,20260827,13,N20_K2_M12_I13.xlsx,13.4680020809,13.468003273,19.9076633453,7.0283408165
Co-HeT,2,20,D-IID,1234,sample1280,20260827,14,N20_K2_M12_I14.xlsx,10.1685080528,10.1685085297,16.3110103607,4.02600574493
Co-HeT,2,20,D-IID,1234,sample1280,20260827,15,N20_K2_M12_I15.xlsx,8.25688886642,8.25688838959,12.8557386398,3.65803909302
Co-HeT,2,20,D-IID,1234,sample1280,20260827,16,N20_K2_M12_I16.xlsx,8.05242645741,8.0524263382,14.4766712189,1.62818169594
Co-HeT,2,20,D-IID,1234,sample1280,20260827,17,N20_K2_M12_I17.xlsx,11.257475853,11.2574768066,15.4954414368,7.01951026917
Co-HeT,2,20,D-IID,1234,sample1280,20260827,18,N20_K2_M12_I18.xlsx,13.3026580811,13.3026561737,18.4190864563,8.18622970581
Co-HeT,2,20,D-IID,1234,sample1280,20260827,19,N20_K2_M12_I19.xlsx,8.75126886368,8.75126838684,15.9365501404,1.56598758698
Co-HeT,2,20,D-IID,1234,sample1280,20260827,20,N20_K2_M12_I20.xlsx,8.31075382233,8.31075286865,14.7373046875,1.88420295715
Co-HeT,2,20,D-IID,1234,sample1280,20260827,21,N20_K2_M12_I21.xlsx,10.3386764526,10.3386774063,16.0379276276,4.63942527771
Co-HeT,2,20,D-IID,1234,sample1280,20260827,22,N20_K2_M12_I22.xlsx,12.9608278275,12.9608278275,16.6936340332,9.2280216217
Co-HeT,2,20,D-IID,1234,sample1280,20260827,23,N20_K2_M12_I23.xlsx,12.6165463924,12.6165475845,17.544462204,7.6886305809
Co-HeT,2,20,D-IID,1234,sample1280,20260827,24,N20_K2_M12_I24.xlsx,8.69075411558,8.69075393677,17.0109786987,0.370529532433
Co-HeT,2,20,D-IID,1234,sample1280,20260827,25,N20_K2_M12_I25.xlsx,11.4656558037,11.4656553268,15.6264352798,7.30487632751
Co-HeT,2,20,D-IID,1234,sample1280,20260827,26,N20_K2_M12_I26.xlsx,9.82591748238,9.82591629028,15.6829509735,3.96888399124
Co-HeT,2,20,D-IID,1234,sample1280,20260827,27,N20_K2_M12_I27.xlsx,8.99338817596,8.99338817596,14.7665290833,3.22024726868
Co-HeT,2,20,D-IID,1234,sample1280,20260827,28,N20_K2_M12_I28.xlsx,14.8130555153,14.8130550385,16.6896533966,12.936457634
Co-HeT,2,20,D-IID,1234,sample1280,20260827,29,N20_K2_M12_I29.xlsx,12.2167329788,12.2167320251,15.2676210403,9.1658449173
Co-HeT,2,20,D-IID,1234,sample1280,20260827,30,N20_K2_M12_I30.xlsx,12.0569546223,12.0569543839,17.2422599792,6.87164926529
Co-HeT,2,20,D-IID,1234,sample1280,20260827,31,N20_K2_M12_I31.xlsx,8.30791974068,8.30792045593,15.5486555099,1.06718397141
Co-HeT,2,20,D-IID,1234,sample1280,20260827,32,N20_K2_M12_I32.xlsx,10.5629665852,10.5629673004,14.0555391312,7.07039403915
Co-HeT,2,20,D-IID,1234,sample1280,20260827,33,N20_K2_M12_I33.xlsx,10.4464025497,10.4464015961,14.4080228806,6.48478221893
Co-HeT,2,20,D-IID,1234,sample1280,20260827,34,N20_K2_M12_I34.xlsx,11.4256196022,11.4256191254,17.7453556061,5.10588359833
Co-HeT,2,20,D-IID,1234,sample1280,20260827,35,N20_K2_M12_I35.xlsx,9.61134266853,9.61134243011,16.306438446,2.91624689102
Co-HeT,2,20,D-IID,1234,sample1280,20260827,36,N20_K2_M12_I36.xlsx,6.95963805914,6.95963764191,12.9194936752,0.999782443047
Co-HeT,2,20,D-IID,1234,sample1280,20260827,37,N20_K2_M12_I37.xlsx,14.3931007385,14.3931007385,18.8348789215,9.95132255554
Co-HeT,2,20,D-IID,1234,sample1280,20260827,38,N20_K2_M12_I38.xlsx,11.5090596676,11.5090589523,17.3767623901,5.64135694504
Co-HeT,2,20,D-IID,1234,sample1280,20260827,39,N20_K2_M12_I39.xlsx,8.59142434597,8.59142398834,16.8742256165,0.308623075485
Co-HeT,2,20,D-IID,1234,sample1280,20260827,40,N20_K2_M12_I40.xlsx,7.21656727791,7.21656703949,12.7787714005,1.65436315536
Co-HeT,2,20,D-IID,1234,sample1280,20260827,41,N20_K2_M12_I41.xlsx,10.5509874821,10.5509872437,15.3138360977,5.78813886642
Co-HeT,2,20,D-IID,1234,sample1280,20260827,42,N20_K2_M12_I42.xlsx,14.7874717712,14.7874717712,17.2508125305,12.324131012
Co-HeT,2,20,D-IID,1234,sample1280,20260827,43,N20_K2_M12_I43.xlsx,7.25123023987,7.25123023987,14.5024604797,0.0
Co-HeT,2,20,D-IID,1234,sample1280,20260827,44,N20_K2_M12_I44.xlsx,9.47231006622,9.47231006622,14.0845918655,4.86002826691
Co-HeT,2,20,D-IID,1234,sample1280,20260827,45,N20_K2_M12_I45.xlsx,8.23010933399,8.23010921478,15.0116348267,1.44858384132
Co-HeT,2,20,D-IID,1234,sample1280,20260827,46,N20_K2_M12_I46.xlsx,8.85647273064,8.85647296906,12.7430524826,4.96989297867
Co-HeT,2,20,D-IID,1234,sample1280,20260827,47,N20_K2_M12_I47.xlsx,8.66433930397,8.66433906555,15.326587677,2.00209093094
Co-HeT,2,20,D-IID,1234,sample1280,20260827,48,N20_K2_M12_I48.xlsx,6.40737599134,6.40737581253,11.901802063,0.912949919701
Co-HeT,2,20,D-IID,1234,sample1280,20260827,49,N20_K2_M12_I49.xlsx,15.2715196609,15.2715206146,19.8574485779,10.685590744
Co-HeT,2,20,D-IID,1234,sample1280,20260827,50,N20_K2_M12_I50.xlsx,8.15271043777,8.15270996094,14.4364299774,1.86899089813
Co-HeT,2,20,D-IID,1234,sample1280,20260827,51,N20_K2_M12_I51.xlsx,8.91851294041,8.91851234436,13.9084291458,3.928596735
Co-HeT,2,20,D-IID,1234,sample1280,20260827,52,N20_K2_M12_I52.xlsx,10.566447258,10.5664482117,14.685300827,6.44759368896
Co-HeT,2,20,D-IID,1234,sample1280,20260827,53,N20_K2_M12_I53.xlsx,9.64402186871,9.64402198792,15.7219104767,3.56613326073
Co-HeT,2,20,D-IID,1234,sample1280,20260827,54,N20_K2_M12_I54.xlsx,9.59784531593,9.59784507751,14.6093206406,4.5863699913
Co-HeT,2,20,D-IID,1234,sample1280,20260827,55,N20_K2_M12_I55.xlsx,11.0607347488,11.0607347488,17.1189498901,5.00251960754
Co-HeT,2,20,D-IID,1234,sample1280,20260827,56,N20_K2_M12_I56.xlsx,10.7967336178,10.7967329025,17.4334640503,4.16000318527
Co-HeT,2,20,D-IID,1234,sample1280,20260827,57,N20_K2_M12_I57.xlsx,7.94241178036,7.94241189957,15.3190116882,0.565811872482
Co-HeT,2,20,D-IID,1234,sample1280,20260827,58,N20_K2_M12_I58.xlsx,12.5712738037,12.5712738037,15.9430408478,9.19950675964
Co-HeT,2,20,D-IID,1234,sample1280,20260827,59,N20_K2_M12_I59.xlsx,8.3790307641,8.37903118134,15.0395383835,1.71852314472
Co-HeT,2,20,D-IID,1234,sample1280,20260827,60,N20_K2_M12_I60.xlsx,9.34516727924,9.34516716003,15.5275440216,3.16279053688
Co-HeT,2,20,D-IID,1234,sample1280,20260827,61,N20_K2_M12_I61.xlsx,8.64296066761,8.6429605484,14.9262142181,2.35970711708
Co-HeT,2,20,D-IID,1234,sample1280,20260827,62,N20_K2_M12_I62.xlsx,7.28580772877,7.28580713272,13.5324850082,1.0391304493
Co-HeT,2,20,D-IID,1234,sample1280,20260827,63,N20_K2_M12_I63.xlsx,11.6568241119,11.6568231583,18.6214447021,4.69220352173
Co-HeT,2,20,D-IID,1234,sample1280,20260827,64,N20_K2_M12_I64.xlsx,12.0856363773,12.0856361389,18.4479293823,5.72334337234
Co-HeT,2,20,D-IID,1234,sample1280,20260827,65,N20_K2_M12_I65.xlsx,9.3985722065,9.39857292175,16.1273708344,2.66977357864
Co-HeT,2,20,D-IID,1234,sample1280,20260827,66,N20_K2_M12_I66.xlsx,10.7220163345,10.7220153809,15.4078493118,6.03618335724
Co-HeT,2,20,D-IID,1234,sample1280,20260827,67,N20_K2_M12_I67.xlsx,9.73783016205,9.73782920837,15.8753595352,3.60030078888
Co-HeT,2,20,D-IID,1234,sample1280,20260827,68,N20_K2_M12_I68.xlsx,11.2660012245,11.2660007477,17.4978027344,5.03419971466
Co-HeT,2,20,D-IID,1234,sample1280,20260827,69,N20_K2_M12_I69.xlsx,9.24495315552,9.24495315552,14.7896137238,3.70029258728
Co-HeT,2,20,D-IID,1234,sample1280,20260827,70,N20_K2_M12_I70.xlsx,11.156755209,11.1567554474,15.6984462738,6.61506414413
Co-HeT,2,20,D-IID,1234,sample1280,20260827,71,N20_K2_M12_I71.xlsx,11.9274685383,11.9274692535,18.3672809601,5.48765611649
Co-HeT,2,20,D-IID,1234,sample1280,20260827,72,N20_K2_M12_I72.xlsx,10.6641259193,10.6641254425,17.7516479492,3.57660388947
Co-HeT,2,20,D-IID,1234,sample1280,20260827,73,N20_K2_M12_I73.xlsx,7.90500569344,7.90500640869,14.7282180786,1.08179330826
Co-HeT,2,20,D-IID,1234,sample1280,20260827,74,N20_K2_M12_I74.xlsx,10.8946866989,10.8946876526,16.7577533722,5.03162002563
Co-HeT,2,20,D-IID,1234,sample1280,20260827,75,N20_K2_M12_I75.xlsx,7.97618639469,7.97618627548,13.2878332138,2.66453957558
Co-HeT,2,20,D-IID,1234,sample1280,20260827,76,N20_K2_M12_I76.xlsx,9.4561111927,9.45611190796,15.7154750824,3.19674730301
Co-HeT,2,20,D-IID,1234,sample1280,20260827,77,N20_K2_M12_I77.xlsx,10.6267454624,10.626745224,14.5902805328,6.663210392
Co-HeT,2,20,D-IID,1234,sample1280,20260827,78,N20_K2_M12_I78.xlsx,11.5182967186,11.5182952881,17.5318546295,5.50473880768
Co-HeT,2,20,D-IID,1234,sample1280,20260827,79,N20_K2_M12_I79.xlsx,10.9195139408,10.9195137024,15.9591245651,5.8799033165
